İsim,Adres,Telefon,E-posta
Gözlemeci Gülşen Abla,,,
Salim Usta Bonak Böreği Baklava Tost Çorba Menemen Kahvaltı,,,
Ihlamur Lokantası,,,
Saimoğlu Lokantası,,+902127950399,
Sivas Huzur Köfte,,,
Şefim Köfte Salonu,,,
By Arnavut Köfte & Piyaz,Tuna Caddesi,+90 212 501 11 10,
Burak Steak House,Tel Sokağı,,
Karadeniz Pide Lahmacun,,,
Kalender Fırın,,,
Kayali,,,
Grace Rooftop Restaurant,Terzihane Sokağı,+905428444473,info@gracerooftop.com
Özgün Kokoreç,Oran Sokak,+905423322554,info@ozgunkokorec.com
Çamlık,,(0216) 489 66 48,
Cadde Kebap,,,
Kebap Hocası,Küçükyalı Mah. Bağdat Cad.,(0216) 388 56 86,
Ist Too,Hayrettin İskelesi Sokak,+90 (212) 275 8888,IST_TOO.SLIB@shangri-la.com
Shang Palace,Hayrettin İskelesi Sokağı,+90 (212) 275 8888,slib.shangpalace@shangri-la.com
Coffee Boo,,,
Hasanpaşa Kurufasulyecisi,,0534 799 27 03,
Güler Osmanlı Mutfağı,,(0216) 348 22 45,
Çikolatapare,,0541 962 56 70,
Köyce,,(0216) 366 22 00,
Gaziantep Künefe Dünyası,,,
Ali Usta Meşhur Trakya Köftecisi,,,
Lezzet Sarıyer Börek & Pide Salonu,,,
Otantik Sarıyer Börekçisi,,,
Kaçkar Yöresel Lezzetler,,,
İntiba Döner,,08506445775,
Sultanhmet terrace restaurant,,,
Çelebi ev yemekleri,,,
Çatana,,,
Deniz Börek & Pide Salonu,,,
Welldone,Selim Ragıp Emeç Sokağı,,
Eftalya Balık,,,
Yavuzbey,,,
Pilavcımm,,,
Lale Çorba Kokoreç,,,
Kocakuş Mesire,,,
BEHZADEM KEBAB & FİSH HOUSE,Büyük Reşit Paşa Caddesi,+905306004755,behzademrestaurant@gmail.com
Meşhur Sultanahmet Köftecisi,Reşadiye Caddesi,,
Akça Börek Pide Salonu,,,
Derya Börek & Cafe,,,
Hamamönü Kasap & Restaurant,,,
Beykoz Pide,,,
Kozanlı Kebap,Sarı Kanarya Sokağı,,
Arı Pide & Börek,,,
YONCA,Türkeli Caddesi,02124580750,laleli@yoncalalaali.com
Meşhur Rami Pilavcısı Önder Usta,,,
Çiğköfteci Mehmet Usta,,,
Burak Balıkçılık,,,
Çakıl Türk Mutfağı,,,
Eat Fit,,,
Moda Cağ Kebap,,,
Gözlemece,Şehit Dursun Bakan Sokağı,,
Mamikler Künefe Katmer,,,
Pınar Pide Börek,,,
Pizza Lazza,Boğaziçi Caddesi,+902164203037,
Mamoste Kunafe,,,
Kardeşler Sofrası,,,
Altın Sini,,,
Bakır Ustam Taş Fırın,,,
Fitchino,,,
Köfteci Şükrü,,,
Tunç Balık,,,
Adadan Balık,,,
Evim Ocakbaşı,,,
Kuyubaşı Balıkçısı,,,
Köyüm Pide,Atatürk Caddesi,,
Jumbo Künefe,,,
Üstat Köfte,,,
Haşmenler Pide Börek,,,
Köfteci Yusuf,,,
Dayı Kürek Lahmacun,Nuh Kuyusu Caddesi,,
Meşhur Sarıyer Börekçisi,,,
Dürümce,,,
Lookin,,,
Kadın Eli Mantı Evi,,,
Menemenci Haydar Çakallı Menemeni,,,
Şark Sofrası Naim Usta,,,
Meşhur Sarıyer Börekçisi,,,
كنافة نابلسي,,,
Sofram Karadeniz Pidesi,Mazharbey Caddesi,,
Ali Baba Et Mangal,Boğaziçi Caddesi,+902166208320,
Pizza Hut,,,
Cafe4You Kanepe Restaurant,,,
Burak Iskender Kebab,,,
Yemen Mandi,,+90 212 812 4643,
Şef'im Burger,,+90 212 812 1034,
Ziyade Balık Restaurant,,,
Ziyade Et Balık,,,
Revan Garden Restaurant Kır Düğünü,,,
Cooşkun Balık,,,
Kömür Izgara,,,
Ezme Dürüm Evi,Abdi İpekçi Caddesi,+90 212 576 5656,
Antepli Miçey Kebapçı,Yavuz Sultan Selim Caddesi,,
Efsane Adıyaman Çiğköftecisi Neco Usta,Şehit Şenol Ergün Sokak,,
Mumbarcı Remzi,Şehit Şenol Ergün Sokak,,
Rönesans Pilavcısı,58/2. Sokak,(0212) 433 18 18,
Kayıkhane,,,
Gaziantepli Köşkeroğlu Restaurant,,,
Melek Lokantasi,,,
Sulhi Kaptan Balık,,,
Hot Pot King,Kayışdağı Caddesi,+902167844726,
Ülker Abla Ev Yemekleri,Kocaceviz Caddesi,,
Ataşehir Yemek Sermin'in Mutfağı,,,
Kabadayı Burger,Bakü Caddesi,+90 216 354 40 80,
Şölen Çorba,,,
Ciğerci Bahattin,,,
Dervişan Merkezefendi Köftecisi,,,
Ali Baba Büfe,Turan Caddesi,+905523208873,
Büyükkılıçlı Batı Restaurant,,,
Da Mario,Dilhayat Sokak,,
Konyalı Köşk,Asil Sokağı,+90 212 581 5105,
Demeti,Şimşirci Sokağı,,
Müsaade Meyhane,Dumlupınar Sokağı,+905442047254,info@musaademeyhane.com
Öz Pide,Adnan Kahveci Caddesi,+90 216 452 22 39,
Dönerci Necip Usta,,,
Özlem Kebap,,,
Acı Biber,Salih Tamcı Sokağı,(0212) 624 01 30,
Gamze Et Lokantası,,,
Hepsi Kebap,,,
Yeşil Cafe,,,
Tantunici Emmi,,,
Hacıoğlu,,,
,Cevdetpaşa Caddesi,+90 212 287 12 56,
Yakacık Gurme,Samandıra  Caddesi,,
Tuzla Balikçisi,,,
Arapça Kafe,,,
Avlu,,,
Jash,,,
,Atıf Yılmaz Caddesi,+902122938561,
,İcadiye Caddesi,,
Güven Et Lokantası,Cengiz Topel Caddesi,+90 212 581 24 45,
EtChef,Asil Sokağı,+90 212 578 0578,info@etchef.com
Galata Lily Café,Lüleci Hendek Sokağı,+902122449699,galata.lily.cafe@gmail.com
Novas Hagiasophia,Sıraselviler Caddesi,+905349622986,
Tarihi Leziz Pide Fırını,Tesviyeci Sokak,+905350336726,
Pilav Sarayı,,,
Çalakaşık,,,
Öz Sarıyer Börek ve Pide Salonu,,,
Big Chefs,,,
Beyt Halep Cafe & Restaurant,,,
Akçaabat Köfte Salonu,,,
Konak Dürüm Evi,,,
Saltbae,,,
Pilav House,,,
Mutabık,,,
Rumeli İşkembecisi,,,
Ethem Efendi Kahvaltı,Ethem Efendi Caddesi,,
Ghalia Launge,,,
Hira Han,,,
Kaymaklar Lokantası,,,
,Akbıyık Caddesi,+90 531 427 86 83,
Gaziantep Lahmacun Pide,,,
Nebioğlu Döner,,,
Adalı Kuzu Kokoreç,,,
Taner Börek,,,
Ehli Sac Ekmeği,,,
Konak Konya Etli Ekmek,,,
Kervan Pide & Börek Salonu,,,
Filiz Dürüm & Lahmacun Evi,,,
Tarihi İskender,,,
Lahpimadecun,,,
Şöhr-Et,,,
Keyf Mangalbaşı,,,
Meşhur Sarıyer Börekçisi,,,
Keban Börek,,,
Öz Ciğerci Abe,,,
Meşhur Sarıyer Börekçisi,,,
La Nostro,,,
Bülent Börekçilik,,,
Şifa İşkembe,,,
Köfteci Yusuf,,,
Dürümcü Bey,,,
efes pide & lahmacun,avukat caddesi,+902122251179,
Karadeniz Et Lokantası,,,
Doğan Kardeşler Börek & Pide Salonu,,,
Musa Gaziantep,,,
Payamzade,,,
Çorbacı Izgara,,,
Meydan Et Lokantası,,,
Dönerci Ali Usta,Metrobüs,,
Karadeniz Balıkçısı Kaygın Kardeşler Balık Lokantası,,,
Tarihi Mir Börek,,,
Mürver,,,
Parga Balık,,,
Otantik Gusto,,,
Ramiz +Plus,,,
Babuş Hatay Döner & Köfte,,,
Bazlama İstasyonu,,,
Mirzabey Beyran Paça Evi,,,
Kaplan Kebap,,,
HSB Sarıyer Börekçisi,,,
Fitçi House,Reşitefendi Sokağı,02163379710,
Nevale Mutfak,Mecit Ali Sokağı,+90 5523906857,
,Vişnezade Cami Sokağı,,
Beyzadem Kebap,,,
Pizza Hut,,,
Papel,,,
Habesha Restaurant,,,
Osi pizza & Pasta,,,
,İnönü Caddesi,+90 212 708 38 38,
Yosun Restorant,,,
Atıştır 1989,Süleyman Seba Caddesi,,
Buketist Lahmacun,,,
HD İskender,,,
Sampi Pide,,,
Tarihi Unkapanı Pilavcısı,,,
Baruthane Pilavcısı,,,
Özen Tablacı Meşhur Adana Börekçisi,,,
Erdemler İstasyon Lokantası,,,
Taner Börek,,,
Seyithan İşkembe,,,
Pavlonya Meyhanesi,,,
By Bado,,,
Köfteci Yusuf,,,
Livane,,,
Paçacı Hikmet,,,
Cheef Moses,,,
Cajun Corner,,,
Tatar Salim,,,
İtimat Cafe Restaurant,,,
Adanalı Şenol Kolcupoğlu,,,
العربية,,,
Mesut Kasap,,,
Şahmaran,,,
Panorama Cafe Restaurant,,,
Az Çok Thai,,,
Baysan Tat Lokantası,,,
Asır Erzurum Cağ Kebap,,,
Mesadin Restaurant,Misbah Muhayyeş Sokağı,,
Borsam Tasfirin,,,
Karaköy Börekçisi,,+905411173437,
Altın Sofra,,+902125989897,
Akar,,,
Queb Lounge,Akbıyık Caddesi,+905422307982;+905342106532,
Bizim Mutfak,,,
Cocina Ev Yemekleri & Catering,,,
Neşeli Mutfak,,,
Tikka Tavuk,,,
Duble Muhabbet,,,
Frontiere İstanbul,Cevdetpaşa Caddesi,+90 530 359 00 00,frontiereistanbul@gmail.com
Arda Blue City,Paşa Limanı Caddesi,,
Tarihi Sultan Sofrası,,,
Tarihi Hangah Osmanlı Mutfağı,,,
Tarihi Eyüp Ağa Börek Pide Güveç,,,
Döner Deryası,,,
Çınaraltı Pide ve Lahmacun Salonu,,,
Tunçlar Lokantası,Nispet Sokak,,
Akcanlar Ocakbaşı,,,
Kent Restaurant Ocakbaşı,,,
Adana İşi,,,
Yakamoz Balıkçısı,,,
Taş Fırın,,,
Bursa Kebap Evi,,,
İstanbul Aşikar Lokantası,,,
Ruhe Bistro,,,
Konak Fırın,,,
Kasap Lahmacun Pide,,,
Şişli Balıkçısı,Koca Mansur Sokağı,+902123438000,
,Tımarcı Sokağı,+90 212 914 13 91,
MR. Simone Breakfast&Cafe,,,
Titizel Börek,,,
Aile Kasabı Et & Izgara,,,
Yıldız Pilav,,,
Çakır Bey Döner Lahmacun,,,
Antepli Kebap Pide Lahmacun,,,
Börekçi Salih Usta'nın Yeri,,,
Karadeniz Börekçisi,,,
Kahvaltıcım,,,
İskele Balık,,,
Köfteci Osman,,,
Poyraz Balıkçı Osman,,,
Kaptan Baba Balık Restaurant,,,
Halit'in Yeri,,,
Battı Balık,,,
Meşhur Tekirdağ Köftecisi,,,
Sırrı Reis Balıkçılık,,,
Edirne Tava Ciğercisi,,,
Karışık Pizza & Cafe,,,
Kekik,,,
Meşhur Edirne Tava Ciğeri,,,
Ciğerimin Köşesi Edirne Ciğercisi,,,
Lokumm,Başkomutan Caddesi,,
Elezz Et ve Kebap,,,
Terbiyeli,,,
Gaziantepli Ağamoğlu Baklava & Börek,,,
Bizim Pilavcı,,,
Adana Güneş Kebap,,,
Anas Chicken,,,
Çiğ Köfteci Gakgoş Usta,,,
Köfteci Yusuf,,,
Anadolu Huzur Lokantası,,,
Hadin,,,
Tavuk Dünyası,,,
Pizza Hut,,,
Pidem,,,
Üzüm Et,Reşadiye Caddesi,+90 212 563 0620,
HD İskender,Dudullu Caddesi,,
Kayseri Mutfağı,,,
Ramiz,,,
Bursa Kebap Evi,,,
Musto`nun Yeri,,,
Acıktım Kebap Salonu,,,
Meşhur Sarıyer Börekçisi,,,
Ercan Burger,,,
Ciğerci Bahattin,,,
Köşem Döner,,,
Ekrem Çoşkun Döner,,,
Cadde Katık Alibeyköy,,,
Asirlik Balik,,,
kirpi,,,
Prince coffee house,,,
Galata Balık,,,
Yaka Balık,,,
Galata Nergis Balık,,,
Yıldızlar Restaurant,,,
Yirmibir,,,
No.10,,,
Çorba Dünyasi Deniz Lokantasi,,,
Et Lokantasi,,235 05 33,
Eataly,,,
Zanzibar,,,
Terezza italia,,,
Kardeşler Lokantası Bayburt Döneri,,,
Balkan Lokantası,,,
Altın Tabak Ev Yemekleri,,,
Meşhur Sarıyer Börekçisi,,,
Osmanlı Damak Lokantası,,,
By Balıkçı,Çayırbaşı Caddesi,,
Tarihi Urfa Kebap,,,
Parmaksız,,,
Sarıyer Börek & Pide Salonu,,,
İzzet Lokantası,,,
Lokma rumeli,,,
iskender1867istanbul,Şakayık Sokağı,,
Bursa Kebapçisi,Atıf Yılmaz Caddesi,+90 212 249 97 42,
Acar Büfe - Hocapaşa Menemencisi,,,
Rice House,Arabacılar Sokağı,0216 321 33 23,
zeki doner,,,
Fiore İtalyan restoran,,,
,,+90 5528511111,
Alemdar Restaurant,,,
Yalla falafel,Cihannuma Man. Serencebey Yokuşu,+90 531 912 08 28,
Şimşek Döner,,,
Maharet Kebap Lahmacun,,,
Cennet Gözleme Evi,,,
Rokethane,,,
Gazi Çiğköfte,,,
Dayı Kürek Lahmacun,Osmanlı Bulvarı,0 216 4822425,
,Karakolhane Caddesi,,
Monsh,,,
Hacıbey,,,
Schnitzel Landmann,,,
Ada Pide,,,
Nizam Pide Sutlaç,,,
Ataşehir Kuru Fasulye & Ev Yemekleri,,,
Sevgi'nin Mutfağı Ev Yemekleri,,,
Barkod Gurme,,,
Bozoğlu Çorba,,,
Benjamin,,,
Beyaz Ev Yemekleri,,,
Fuaye No 12,,+90 216 688 80 08,
Fiççi House,Yavuztürk Sokağı,,
Tarihi kardeşler börek ve pideci,,,
Garden Iskender,,,
Nurzade,,,
Villa Emma,,,
Dark Unique taste,,,
Comedus şarap ve bira,Meşrutiyet Caddesi,2122665118,mustafa@comedus.com.tr
Ercan Burger,,,
Dar Diyafa,,,
Salkim Meyhane,,,
Kara Deniz Pide Salonu 1979,,,
Darelfassia,,+90 534 675 72 12,
Rumeli Vatan Lokantasi,,,
Green Garden Cafe,Nöbethane Çıkmazı Sokağı,,
Kayatas,,,
Aslan Bey,,,
Kadioglu Et Lokantasi,,,
Milano,,,
Fortunato,,,
Lido,,,
Meşhur Sarıyer Börekçisi,,,
Leylak,,,
crep Street Food,,,
Noah handmade burgers,,,
Nepal Everest Kitchen,,,
Çorbacı Ali Usta,Prof. Dr. Necmettin Erbakan Caddesi,,
Köfteci Yusuf,,,
Kuzubeyi Kuzu Çevirme Zekeriyaköy,,,
Köfteci Yusuf,Necip Fazıl Bulvarı,,
SushiCo,,,
Vatka Coffe & Vegan,İleri Sokağı,,
+852 Hong Kong,Şevki Bey Sokağı,,
Papatya Dürüm,,,
BiTas Çorba,,,
Hesap Dokumu,,,
Duygu Aile Salonu,,,
Uğur Büryan,,,
Şırdancı Mehmet,,,
Çarşı Döner,,,
Elvan Sofrası,,,
Yenişehir Balıkçısı,,,
Buhara Ocakbası,,,
Ramazan Bingöl Et Sanatı,,,
Şile bezi fabrika,,,
Sebastian Motel Restoran,,,
CZN Burak,,,
Gavaklık Kebabçı,,,
Farika döner,,,
Çiya Sofrası,Güneşlibahçe Sokağı,+902163303190,
Köfteci Nevzat Usta,,,
Arsemia Çigköfte,,,
Şöbiyet Künefe ve Katmer,,,
Focaccia,,,
Turp,,,
Köfteci Zeki,,,
Kasapoğlu Gurme,,,
Müjgan,,,
Daily Dana,Fener Kalamış Caddesi,+90 216 345 32 62,
Sapa,Rüya Sokağı,,
Bülent Börekçilik,Şemsettin Günaltay Caddesi,,
Rönesans mercan,,,
Limon Cihangir Kahvaltı Evi,,,
Kaiser,,,
Sariyer,,,
Asian vegan kitchen,,,
By Pilavcı,,,
Gülüm Urfa Kebap Salonu,,,
Tavuk Dünyası,,,
Kervan Pide Lahmacun,,,
Anadolu Lokantası,Taşlı Sokağı,,
Adaturka,,,
Meltem Büfe,,,
Etci Mehmet,Florya Caddesi,,
Cooşkun Balık,830. Yanyol,05448716112,
Imren Balik Evi,830. Yanyol,,
Kudus Seka,,,
Kanatçı dayım,Karabaş Mektebi Sokağı,,
,Susam Sokağı,,
Ayhan Usta,,,
Asrın Sarıyer Börekçisi,,,
Diplomalı Köfteci,,,
Eren Pilav,,,
Zuzu Börekçilik,,,
Hivda Börek,,,
Köyüm Kebap & Lahmacun Salonu,,,
Şen Kardeşler Lokantası,,,
Trabzon Park,,,
Onur İşkembe,,,
Uğrak Osman,,,
Paşa Döner,,,
Antepli Ustam Kebap Pide Döner Salonu,,,
Mersin Yöre Evi,,,
Kıbrıs Evi,,,
Malatya Yöre Evi,,,
Kastamonu Yöre Evi,,,
Trabzon Yöre Evi,,,
Bolu Yöre Evi,,,
Amasya Yöre Evi,,,
Diyarbekir Yöre Evi,,,
Tokat Yöre Evi,,,
Safranbolu Yöre Evi,,,
Ercan Burger,,,
Rumeli Yöre Evi,,,
Anadolu Sofrası,,,
Birtat İskender Kebap Salonu,,,
Gül Ağacı,,,
Furkan Pide,,,
Rakım,,,
Gaziantepli Cumali Usta,,,
Deli Gönül,,,
Muhteşem Börek,,,
Grand Restaurant & Bar,,,
Meşk-i Çeşme,,,
Vitamin Balık Izgara,,,
Menderes Usta,,,
Bahçe,,,
Ceviz,,,
Miss Köfte,,,
Çakıl,,,
Ekinciler Sulu Yemek Döner,,,
Healty & Happt Ekolojik Kitchen,Dr. İhsan Ünlüler Sokak,,
Sabirtaşi restoran,İstiklal Caddesi,+902122448226,mustafa@sabirtasi.com.tr
Nizam Pide Taksim,,,
Chef Ocakbaşi,,,
Asmali durumcu,,,
Casita,,,
Merdo midye kokorec,,,
Khalkedon Fenerbahçe,Fener Kalamış Caddesi,,
Vardar et Lokantasi,,,
Caddeüstü,,,
Kadıoğlu Kebap & İskender,,,
Köyüm At Çiftligi Cafe ve Resturant,,,
Arash Cafe Restaurant,Taksim Fırını Sokağı,,
Cookshop,,+90 216 683 95 55,
CZN Burak,,,
Neşeli,,,
Ada,,,
Barbayani,,,
Mavi,,,
Heyamola,,,
Erguvan,,,
Suadiye Balık,,,
Rossi,Plaj Yolu Sokağı,+90 216 445 11 30,
Tike Suadiye,Plaj Yolu Sokağı,+90 216 380 5757,
The House Cafe,Plaj Yolu Sokağı,,
Simit İnn,Şemsettin Günaltay Caddesi,,
Munis,,,
Oğuzhan Pide Lahmacun Kebap,,,
Çatkapı Köfte Mante,,,
Wayana,,,
molto bene,,,
Yildiz Pide Salonu,,,
Adana Kebapçısı,,,
Aisa Café Restaurant,,,
The corner Heybeliada,,,
Marko Pasa,,,
Balkan Lokantasi,,,
Karaköy Gedikli,,,
Tavuk Dünyası,Şemsettin Günaltay Caddesi,,
Van Kahvaltı Salonu,,,
Kawaii,,,
La Sirene Bebek,,,
Bafra Pide,Sarı Kanarya Sokağı,,
Hacıbaşar,,,
Borsa Lokantası Caddebostan,Bağdat Caddesi,,
Pizzorroo,Tütüncü Mehmet Efendi Caddesi,,
Tarihi Çatalca Köfte,,,
Bahçeli Kebap,,,
Şükrübey Kebap & Lahmacun,,,
Günaydın Kalamış,Münir Nürettin Selçuk Caddesi,+90 216 348 23 36,
Tarihi İstanbul Börekçisi,,,
Gaziantep Kebap,,,
Palmiye Pide & Börek Salonu,,,
Taco del Reyes,Şair Nedim Caddesi,+90 212 236 46 31,
Food House,,,
جيري فتار قهوة ومطعم,Kepenekçi Sokağı,,
Köfteci Yusuf,Nişancı Sokağı,,
BAP,Alpler Sokağı,,
Köfteci Yusuf,26. Sokak,,
Maydonoz Döner,Turgut Özal Caddesi,+90 216 429 29 29,
Reis Döner,Ankara Caddesi,+90 216 378 08 22,
Aslanbey Çiftliği,Kurnaköy-Ömerli Yolu,,
Niwa,,+90-216-7712141,
Midpoint,Bağdat Caddesi,,
Vegan Food Cartel,Abdullah Sokağı,,
Meşhur Menemenci Cemal Polat,,,
Malaysta,,,
Bi' İşkembe,Abdi İpekçi Caddesi,+90 212 430 5050,
Divan Pub Erenköy,Bağdat Caddesi,,
Payidar galata,,,
Aseka Karakoy,,,
Dürüm Yiyelim,Celal Bey Sokağı,5342269750,
Köyüm,,,
Ercan Et,,,
Hamursaray,,,
Kanatçı Onur,,,
Lezzet Diyarı Yöresel Ürünler,,,
Cadde Lounge,,,
Öz Meydan İşkembe,,,
Arnavut Ciğeri,,,
Fayton Büfe,,,
Huzur Büfe Palanın Yeri,,,
Heaven Pizza,,,
Pizza Lazza,,,
Köfteci Yusuf Bostancı İskele,Çetin Emeç Bulvarı,,
Günaydın Suadiye Kasap & Steakhouse,,,
Murat İskender,Hamam Sokağı,,
,Oltacı Sokağı,,
Havva Hanım & Ballaturka,Şemsettin Günaltay Caddesi,,
Sorriso Restaurant Kuruçeşme,Arnavutköy Kuruçeşme Caddesi,+90 532 399 8304,info@sorrisokurucesme.com
Midyeci Yasin Maltepe,Turgut Özal Bulvarı,02164575859,
Hacı Ali Ocakbaşı,İnönü Caddesi,,
Kimyon,,,
Marina Balık,Can Sokağı,+90 216 362 39 21,
Nezih Dokuz Ondokuz,Kazım Özalp Sokağı,,
Sofular Köftecisi,,,
Aile Et Lokantası,,,
Pınar 3 Kebap,,,
Paçacım,Ataşehir Bulvarı,+90 216 688 70 78,
Komagene,Ataşehir Bulvarı,0216 548 22 85,
Müdavim Ocakbaşı,Ataşehir Bulvarı,0216 455 04 55,
Kedai Indonesia Turki,Ülker Sokağı,,
Lebap Restaurant,,,
Ethem Et & Adana Kebap,Ethem Efendi Caddesi,+90 216 514 8800,
Bizim balıkçı,,,
,Samsa Sokağı,,
Mila,,,
Şirin Lokanta,,,
Kümes Piliç,,,
Macboos Restaurant,,,
Süttat,Dr. Faruk Ayanoğlu Caddesi,,
Cookshop,Bağdat Caddesi,,
Bizim Ev,,,
Seben Et Mangalbaşı,,,
Pizza Hut,,,
Çalı Restaurant,,,
Bağlar Et Mangal,,,
Adana Ocakbaşı,,+902122470143,
Pizza Hut,,,
Gürpınar döner,,,
mrJADE Italy İstanbul,Piyalepaşa Bulvarı,+902128300358,
Anne Meze,Kaşaneler Sokağı,,
Bu Ciğer,,,
Tandır Lavaş,,,
Mis Adana,,,
Ba Hane,Ankara Caddesi,,
Ciğerci Ahmet Usta Ciğer Kebap,,,
Gaziosmanpaşa Şark Sofrası,Salihpaşa Caddesi,,
Erdem Efendi Lokantası,,,
Sofyalı 9 Restoran,Sofyalı Sokağı,+905332581652,
Inegöl Köfte Salonu,,,
Yeni Meyhane,Osmancık Sokağı,(0216) 345 79 38,
De Camondo,,,
Green,,,
Kumkapı Afrodit Restaurant,,,
Rasital,,,
Şato,,,
Kumkapı Hoş,,,
Kumkapı Saki,,,
Erciyes Cafe & Restaurant,,,
Buhara 93 Restaurant,,,
Kartallar Denizki Restaurant,,,
Kumkapı Evren Restaurant,,,
Neyzen,,,
Gölçek Restaurant,,,
Kırımızı Karides Balık Restaurant,,,
Kalem Restaurant,,,
,Kadırga Limanı Caddesi,,
İnci Teras Restaurant,,,
Kumkapı Albatros,,,
Çapari,,,
Akvaryum Restaurant,,,
Kadırga Cafe & Restaurant,,,
Apollon Restaurant,,,
Kaki Umbrella Restaurant Terrace,,,
Bafetto,Meriç Caddesi,+90 216 456 07 51,bestpizza@bafetto.com
Alaçatı Balıkçısı,Sedef Caddesi,0532 700 99 59,
Suat Usta Tantuni,,,
Afghan Faryab restaurant,,,
Kimchi Beşiktaş,,,
Taco & Tortilla,,,
Balkan Lokantası,,,
Pizza Hut,3. Cadde,,
Strada Suadiye,,,
Sahan,Bağdat Caddesi,,
Lale Sultan,,,
Urfalı 63 Kasım Usta,,,
Ali Usta,,,
Tavuk Dünyası,,,
Dönerci Celal Usta,,,
Kakao,,02124819190,info@osmanlicopycenter.com
Nasip-Et kebap,Kadırga Limanı Caddesi,+90 542 576 41 41,
SushiCo,,,
Avliya Boşnak Mutfağı 2,Bilgehan Caddesi,,
Bebe İçli Köfte,,,
Istanbul balik,,,
Dürümcü Sedat Usta,İsmetpaşa Caddesi,,
Mahmut Bey Döner,Ankara Caddesi,+90 216 595 3131,
Şaşkınbalık,,,
Vefalı Köfteci,Bilim Sokağı,,
Venge,Akasyalı Sokağı,,
Han Restoran,Bağdat Caddesi,,
Antebi,Operatör Cemil Topuzlu Caddesi,,
Artois Cadde,Haldun Taner Sokağı,,
Beyoğlu Çorbacısı,,,
Tavuk Dünyası,Osmanlı Bulvarı,,
Zoya’s House,,+90 212 259 3900,zoyashouse@gmail.com
Cadde Kokoreç,,,
Ercan Burger,Osmanlı Bulvarı,,
Minoa Village,Kaktüs Sokak,,
Çeşme Bazlama Kahvaltı,Noter Sokağı,,
Çakıroğlu Tesisleri Et Mangal,,,
Happy Moon's Viaport,,,
Happy Moon's Lens İstanbul,Millet Caddesi,,
Hünkar Köşk Restaurant,,,
Kartepe Restoran,,,
Fusion Indian,,,
Müjgan Meyhanesi,Osmanlı Bulvarı,,
Kandilli Köfte Dürüm,,,
İoki Asia,,,
Adıyaman Çiğ Köfte,64. Sokak,,
Midyeci Ferhat Midye-Kokoreç,64. Sokak,,
Annemin Mutfağı,67. Sokak,,
Koru Restoran,,,
Maderi sushi bar,,,
Pokemate,,,
Saray Muhallebicisi - Kandilli,,,
Iskender 1867,,,
A.Ç.T DÜRÜM ve MEZE,,,
Rota,,,
Lahmacun Dükkani,,,
Nayla Tantuni,,,
Nayla Dürüm Kokoreç,,,
Turkish Pizza,,,
Bahar Pide Salonu,,,
Altın Maden Pasta & Börek,,,
Börekist,,+902123474587,
Mercan Kebap,,+902122740080,
Dönerci Celal Usta,,+90 216 514 64 47,
Voglia,Noter Sokağı,,
Istanbul Anatolian cuisine,Küçük Ayasofya,,
Bin Lezzet,,,
Bodeum manti cafe,,,
Tur Park Kafe Restaurant,,,
Hayata Sarıl Lokantası,,,
Zeytuna Cezayir'de,Hayriye Caddesi,,
Cabra Loca Coffee,Hobyar,+905398970629,cabralocaturkey@gmail.com
Adam's Pizza,Mazhar Osman Sokağı,,
Pizza Locale,,,
Köroğlu Yufka Mantı,,,
Kırıntı,Bağdat Caddesi,,
Marmarisium büfe,,,
İsot Lahmacun & Kebap,Kurtuluş Caddesi,,
45'lik,,,
Pizza Hut,Şemsettin Günaltay Caddesi,,
The Townhouse,Plaj Yolu Sokağı,,
Murat Kebap,Ömerpaşa Sokağı,+90 216 360 2814,
,Ömerpaşa Sokağı,+90 216 3860101,
The Munch Street Food,,,
#saltbae,,,
Metet Közde Döner,,,
Köşem Karadeniz Pide,,,
Tellioğlu Trabzon Pidecisi 1985,Bayar Caddesi,,
Valibey Kebap & Künefe,Bayar Caddesi,,
Asmalı Cavit,Asmalı Mescit Sokak,,
Pizz'ALL,Ayşe Çavuş Caddesi,,
Ayvalık Fener Yolu Balıkçısı,,,
Happy Moon's,Ataşehir Bulvarı,+90 216 688 16 89,info@happymoons.com.tr
Seçkin Börek,,,
Beylik Et Balık,,,
Cantinery,Koru Sokağı,+902123536365,
Çorbacıdyz,Ataşehir Bulvarı,,
Suadiye Marmaris,,,
Vezir Usta,,,
01 Ocakbaşı,,,
PizzaTeo,Kantarcı Rıza Sokağı,,
Juno,,,
Bakioğlu Köfte ve Çorba,,,
Dönerci Cemal,,,
Alaf 2 Tek,Arnavutköy Kuruçeşme Caddesi,,
Dönerci Serkan Usta,Nisbetiye Caddesi,,
Mevlana,Boyacı Ahmet Sokağı,+90 212 517 3927,
Zeynel Gülkardeşler Kebap Salonu,Üsküdar Harem Sahil Yolu,,
Vegan Dukkan Lokanta,,,
Felek Mangalbaşı,,,
Happy Moon's,,,
Cook Shop,,,
Dönerci Metin Usta,,,
Boşnak Börekçi,,,
Tuzdan Balık Restaurant,Cumhuriyet Bulvarı,+902167665344,
Seyit Ali Haydar,,,
House of B,Bağdat Caddesi,,
ayık çorba kebap,Dumlupınar Sokağı,,
Çilingir Sofrası,,,
Verdura,Selim Ragıp Emeç Sokağı,,
İstasyon Börek,,,
Polat İşkembe Kelle Paça,,,
Leta Sandalye Hotel Cafe Restaurant,,,
Kokoretti Kokoreç,,,
